,SchoolYear,OrganizationLevel,DistrictName,StudentGroupType,StudentGroup,Domain,PreparedForK_Percent
1255,2019-20,School,Anacortes School District,Bilingual,Non-English Language Learners,Cognitive,0.9450
1256,2019-20,School,Anacortes School District,Bilingual,Non-English Language Learners,Language,0.9180
1257,2019-20,School,Anacortes School District,Bilingual,Non-English Language Learners,Literacy,0.9320
1258,2019-20,School,Anacortes School District,Bilingual,Non-English Language Learners,Math,0.8630
1259,2019-20,School,Anacortes School District,Bilingual,Non-English Language Learners,NumberofDomains,
1260,2019-20,School,Anacortes School District,Bilingual,Non-English Language Learners,Physical,0.9860
1261,2019-20,School,Anacortes School District,Bilingual,Non-English Language Learners,SocialEmotional,0.9180
1262,2019-20,School,Anacortes School District,FederalRaceEthnicity,Asian,Cognitive,
1263,2019-20,School,Anacortes School District,FederalRaceEthnicity,Asian,Language,
1264,2019-20,School,Anacortes School District,FederalRaceEthnicity,Asian,Literacy,
1265,2019-20,School,Anacortes School District,FederalRaceEthnicity,Asian,Math,
1266,2019-20,School,Anacortes School District,FederalRaceEthnicity,Asian,NumberofDomains,
1267,2019-20,School,Anacortes School District,FederalRaceEthnicity,Asian,Physical,
1268,2019-20,School,Anacortes School District,FederalRaceEthnicity,Asian,SocialEmotional,
1269,2019-20,School,Anacortes School District,FederalRaceEthnicity,Black/ African American,Cognitive,
1270,2019-20,School,Anacortes School District,FederalRaceEthnicity,Black/ African American,Language,
1271,2019-20,School,Anacortes School District,FederalRaceEthnicity,Black/ African American,Literacy,
1272,2019-20,School,Anacortes School District,FederalRaceEthnicity,Black/ African American,Math,
1273,2019-20,School,Anacortes School District,FederalRaceEthnicity,Black/ African American,NumberofDomains,
1274,2019-20,School,Anacortes School District,FederalRaceEthnicity,Black/ African American,Physical,
1275,2019-20,School,Anacortes School District,FederalRaceEthnicity,Black/ African American,SocialEmotional,
1276,2019-20,School,Anacortes School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,
1277,2019-20,School,Anacortes School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,
1278,2019-20,School,Anacortes School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,
1279,2019-20,School,Anacortes School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,
1280,2019-20,School,Anacortes School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
1281,2019-20,School,Anacortes School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,
1282,2019-20,School,Anacortes School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,
1283,2019-20,School,Anacortes School District,FederalRaceEthnicity,Two or More Races,Cognitive,
1284,2019-20,School,Anacortes School District,FederalRaceEthnicity,Two or More Races,Language,
1285,2019-20,School,Anacortes School District,FederalRaceEthnicity,Two or More Races,Literacy,
1286,2019-20,School,Anacortes School District,FederalRaceEthnicity,Two or More Races,Math,
1287,2019-20,School,Anacortes School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
1288,2019-20,School,Anacortes School District,FederalRaceEthnicity,Two or More Races,Physical,
1289,2019-20,School,Anacortes School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,
1290,2019-20,School,Anacortes School District,FederalRaceEthnicity,White,Cognitive,0.9420
1291,2019-20,School,Anacortes School District,FederalRaceEthnicity,White,Language,0.9810
1292,2019-20,School,Anacortes School District,FederalRaceEthnicity,White,Literacy,0.9620
1293,2019-20,School,Anacortes School District,FederalRaceEthnicity,White,Math,0.8850
1294,2019-20,School,Anacortes School District,FederalRaceEthnicity,White,NumberofDomains,
1295,2019-20,School,Anacortes School District,FederalRaceEthnicity,White,Physical,1.0000
1296,2019-20,School,Anacortes School District,FederalRaceEthnicity,White,SocialEmotional,0.9420
1297,2019-20,School,Anacortes School District,FreeLunch,Low-Income,Cognitive,0.8330
1298,2019-20,School,Anacortes School District,FreeLunch,Low-Income,Language,0.7500
1299,2019-20,School,Anacortes School District,FreeLunch,Low-Income,Literacy,0.6670
1300,2019-20,School,Anacortes School District,FreeLunch,Low-Income,Math,0.6670
1301,2019-20,School,Anacortes School District,FreeLunch,Low-Income,NumberofDomains,
1302,2019-20,School,Anacortes School District,FreeLunch,Low-Income,Physical,0.9170
1303,2019-20,School,Anacortes School District,FreeLunch,Low-Income,SocialEmotional,1.0000
1304,2019-20,School,Anacortes School District,FreeLunch,Non-Low Income,Cognitive,0.9680
1305,2019-20,School,Anacortes School District,FreeLunch,Non-Low Income,Language,0.9520
1306,2019-20,School,Anacortes School District,FreeLunch,Non-Low Income,Literacy,0.9840
1307,2019-20,School,Anacortes School District,FreeLunch,Non-Low Income,Math,0.9050
1308,2019-20,School,Anacortes School District,FreeLunch,Non-Low Income,NumberofDomains,
1309,2019-20,School,Anacortes School District,FreeLunch,Non-Low Income,Physical,1.0000
1310,2019-20,School,Anacortes School District,FreeLunch,Non-Low Income,SocialEmotional,0.9050
1311,2019-20,School,Anacortes School District,Gender,Female,Cognitive,0.9380
1312,2019-20,School,Anacortes School District,Gender,Female,Language,0.9380
1313,2019-20,School,Anacortes School District,Gender,Female,Literacy,0.9060
1314,2019-20,School,Anacortes School District,Gender,Female,Math,0.7810
1315,2019-20,School,Anacortes School District,Gender,Female,NumberofDomains,
1316,2019-20,School,Chief Leschi Schools,Gender,Male,Literacy,0.8570
1317,2019-20,School,Anacortes School District,Gender,Female,Physical,1.0000
1318,2019-20,School,Anacortes School District,Gender,Female,SocialEmotional,1.0000
1319,2019-20,School,Anacortes School District,Gender,Male,Cognitive,0.9440
1320,2019-20,School,Anacortes School District,Gender,Male,Language,0.9170
1321,2019-20,School,Anacortes School District,Gender,Male,Literacy,0.9440
1322,2019-20,School,Anacortes School District,Gender,Male,Math,0.9170
1323,2019-20,School,Anacortes School District,Gender,Male,NumberofDomains,
1324,2019-20,School,Anacortes School District,Gender,Male,Physical,0.9720
1325,2019-20,School,Anacortes School District,Gender,Male,SocialEmotional,0.8890
1326,2019-20,School,Anacortes School District,isHomeless,Non-Homeless,Cognitive,0.9470
1327,2019-20,School,Anacortes School District,isHomeless,Non-Homeless,Language,0.9200
1328,2019-20,School,Anacortes School District,isHomeless,Non-Homeless,Literacy,0.9330
1329,2019-20,School,Anacortes School District,isHomeless,Non-Homeless,Math,0.8670
1330,2019-20,School,Anacortes School District,isHomeless,Non-Homeless,NumberofDomains,
1331,2019-20,School,Anacortes School District,isHomeless,Non-Homeless,Physical,0.9870
1332,2019-20,School,Anacortes School District,isHomeless,Non-Homeless,SocialEmotional,0.9200
1333,2019-20,School,Anacortes School District,isMigrant,Non Migrant,Cognitive,0.9470
1334,2019-20,School,Anacortes School District,isMigrant,Non Migrant,Language,0.9200
1335,2019-20,School,Anacortes School District,isMigrant,Non Migrant,Literacy,0.9330
1336,2019-20,School,Anacortes School District,isMigrant,Non Migrant,Math,0.8670
1337,2019-20,School,Anacortes School District,isMigrant,Non Migrant,NumberofDomains,
1338,2019-20,School,Anacortes School District,isMigrant,Non Migrant,Physical,0.9870
1339,2019-20,School,Anacortes School District,isMigrant,Non Migrant,SocialEmotional,0.9200
1340,2019-20,School,Anacortes School District,SpecialEd,Students with Disabilities,Cognitive,
1341,2019-20,School,Anacortes School District,SpecialEd,Students with Disabilities,Language,
1342,2019-20,School,Anacortes School District,SpecialEd,Students with Disabilities,Literacy,
1343,2019-20,School,Anacortes School District,SpecialEd,Students with Disabilities,Math,
1344,2019-20,School,Anacortes School District,SpecialEd,Students with Disabilities,NumberofDomains,
1345,2019-20,School,Anacortes School District,SpecialEd,Students with Disabilities,Physical,
1346,2019-20,School,Anacortes School District,SpecialEd,Students with Disabilities,SocialEmotional,
1347,2019-20,School,Anacortes School District,SpecialEd,Students without Disabilities,Cognitive,0.9570
1348,2019-20,School,Anacortes School District,SpecialEd,Students without Disabilities,Language,0.9140
1349,2019-20,School,Anacortes School District,SpecialEd,Students without Disabilities,Literacy,0.9290
1350,2019-20,School,Anacortes School District,SpecialEd,Students without Disabilities,Math,0.8570
1351,2019-20,School,Anacortes School District,SpecialEd,Students without Disabilities,NumberofDomains,
1352,2019-20,School,Anacortes School District,SpecialEd,Students without Disabilities,Physical,0.9860
1353,2019-20,School,Anacortes School District,SpecialEd,Students without Disabilities,SocialEmotional,0.9290
1354,2019-20,School,Arlington School District,All,All Students,Cognitive,0.7210
1355,2019-20,School,Arlington School District,All,All Students,Language,0.8450
1356,2019-20,School,Arlington School District,All,All Students,Literacy,0.7910
1357,2019-20,School,Arlington School District,All,All Students,Math,0.6740
1358,2019-20,School,Arlington School District,All,All Students,NumberofDomains,
1359,2019-20,School,Arlington School District,All,All Students,Physical,0.9220
1360,2019-20,School,Arlington School District,All,All Students,SocialEmotional,0.9070
1361,2019-20,School,Arlington School District,Bilingual,English Language Learners,Cognitive,0.9170
1362,2019-20,School,Arlington School District,Bilingual,English Language Learners,Language,1.0000
1363,2019-20,School,Arlington School District,Bilingual,English Language Learners,Literacy,0.6670
1364,2019-20,School,Arlington School District,Bilingual,English Language Learners,Math,0.5830
1365,2019-20,School,Arlington School District,Bilingual,English Language Learners,NumberofDomains,
1366,2019-20,School,Arlington School District,Bilingual,English Language Learners,Physical,0.9170
1367,2019-20,School,Arlington School District,Bilingual,English Language Learners,SocialEmotional,0.9170
1368,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,Cognitive,0.7010
1369,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,Language,0.8290
1370,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,Literacy,0.8030
1371,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,Math,0.6840
1372,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Math,0.6890
1373,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,NumberofDomains,
1374,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,Physical,0.9230
1375,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,SocialEmotional,0.9060
1376,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Cognitive,
1377,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Language,
1378,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Literacy,
1379,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Math,
1380,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,NumberofDomains,
1381,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Physical,
1382,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,SocialEmotional,
1383,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,0.8330
1384,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,0.9440
1385,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,0.6670
1386,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,0.6110
1387,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
1388,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,0.8890
1389,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,0.7780
1390,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Cognitive,
1391,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Language,
1392,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Literacy,
1393,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Math,
1394,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
1395,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Physical,
1396,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,
1397,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Cognitive,0.6890
1398,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Language,0.8210
